1	20	0	29
3	15	12	26
5	12	9	22
7	14	11	21
9	13	11	20
11	17	12	25
13	19	17	26
15	19	17	28
17	20	16	29
19	21	20	30
21	21	20	30
23	20	20	29
25	20	20	33
27	22	20	35
29	23	21	35
31	23	22	35
33	23	22	39
35	23	22	39
37	23	22	39
39	23	22	39
41	23	22	39
43	23	22	40
45	23	23	40
47	23	23	40
49	23	23	40
51	23	23	39
